qnum,muni,codeibge,codesetor,group,incumbent_wins,acc_status,ana_rank,data,hora_1,sex,age,politics_interest,turnout_2012,vote_2012,same_race_mayor,turnout_2014,vote_2014,partisan,muni_biggest_prob,politician_helped,edu_contas_rank,mayor_pid,govt_eval_baseline,acc_eval_baseline,uncertain_acc_baseline,edu_eval_baseline,uncertain_edu_baseline,tce_knowledge,ana_knowledge,child_school,confid_fedgov,confid_justice,confid_tce,confid_muni,acc_responsible,edu_responsible,prob_vote_buying,prob_vote_monitoring,prob_vote_count,info_welfare,source_cred1,acc_rejected_prior,tce_prior_cert,ana_prior,edu_prior_uncert,treat_quest,years_edu,race,religion,income,relative_wellbeing,pesq,hora_2,ana,accounts,acc_rejected,control,good_ana,good_accounts,female,edu_rank1,acc_rank1,info_corrupt_welfare1,source_cred1_survey,free_fair,acc_goodsurprise,acc_badsurprise,acc_nosurprise,list1,list2,carlos,flier,area1,area2,turnout,vote_choice,list_exp_vote,decision_factors,top3_1,top3_2,top3_3,govt_eval,pol_effort,pol_honesty,good_schools1,good_schools2,good_schools3,acc_rejected_posterior,ana_posterior,acc_backlash,ideb_heard,ideb_heard_from1,ideb_heard_from2,ideb_heard_from3,ideb_goal_met,received_flier,heard_others_flier,flier_openended1,flier_openended2,flier_openended3,vote_vig,uncertain_edu_eval,uncertain_acc_eval,uncertain_edu_open,uncertain_acc_open,edu_eval,acc_eval,vote_buying_list,vote_list,vig_treatment,valid_vote,vote_party,vote,vote_winner,vote_vig_strict,info_most_important,info_import,attrited,acc_correct,ana_correct,acc_anysurprise,competitiveness
2951,Trindade,2615607,261560705000006,(2) Gestão Financeira,0,REJEIÇÃO,136,1309,1313,Homem,50,Interessado(a),1,0,1,Sim,Dilma Rousseff,1,Saúde/hospitais/postos de saúde,1,A administração das escolas municipais,1,4,Ruim,7,Ruim,7,1,0,1,4,3,6,1,7,7,4,3,1,Se ele se envolveu em corrupção,Um debate entre os candidatos,1,Seguro(a),185,Seguro(a),Sim,0,Parda,Católica,"Até R$ 440,00",Igual,4,1328,0,1,1,0,1,0,0,1,0,1,0,4,0,0,1,NA,NA,NA,Gestão Financ.,escolas municipais,contas do município,1,1,2,Benefícios pessoais para mim ou a minha família,O que aprendi durante a campanha sobre candidatos da oposição,Conversas com amigos ou familiares,NA,1,1,1,Ter professores bem pagos,Ter bom desempenho em avaliações nacionais,Ficar perto da sua casa,1,57,Não,Não,NA,NA,NA,NS/NR,1,Não,NA,NA,NA,0,3,2,Falta de investimento na educação,NA,1,1,0,0,0,1,PSL,0,0,0,0,NA,0,1,105,0,0.8460013218770654
2952,Trindade,2615607,261560705000006,(2) Gestão Financeira,0,REJEIÇÃO,136,1309,1348,Homem,71,Nada interessado(a),1,0,1,Não,Dilma Rousseff,0,Má administração,1,A administração das escolas municipais,1,5,Regular,7,Regular,7,1,1,1,1,1,3,2,7,7,1,1,4,"O desempenho do prefeito em suas funções; por exemplo, quantas vezes por semana ele vai à prefeitura",Uma pessoa influente da sua comunidade,0,Seguro(a),180,Inseguro(a),Sim,0,Preta,"Nenhuma (Acredita em uma entidade suprema, mas não pertence a religião nenhuma)","De R$ 880,01 até R$ 1.320,00",Melhor,4,1405,0,1,1,0,1,1,0,1,0,0,0,5,0,1,0,NA,"
Votar em um candidato que perdeu as eleições para prefeito","Também nessa cidade, o Tribunal de Contas do Estado rejeitou as contas do Prefeito Carlos no ano de 2013 porque encontrou problemas sérios na administração do orçamento.",Gestão Financ.,escolas municipais,contas do município,1,1,1,O esforço do meu candidato/meu candidato é trabalhador,NA,NA,NA,1,2,1,Ter professores bem pagos,Ficar perto da sua casa,Ter professores bem formados,1,89,Não,Não,NA,NA,NA,NS/NR,1,Não,NA,NA,NA,0,3,2,NS/NR,NA,NA,NA,0,1,1,1,PSL,0,0,0,NA,NA,0,1,137,1,0.8460013218770654
2953,Trindade,2615607,261560705000009,(3) Educação,0,REJEIÇÃO,136,1209,820,Mulher,23,Interessado(a),1,1,0,Sim,Dilma Rousseff,1,Saneamento básico (água e esgoto),0,A administração das escolas municipais,7,1,Ótimo,7,Ótimo,7,1,1,0,7,7,7,7,7,7,1,1,1,Se ele consegue trazer benefícios e serviços para a população,Uma pessoa influente da sua comunidade,0,Seguro(a),21,Seguro(a),Não,12,Preta,Católica,"Até R$ 440,00",Igual,4,836,1,0,1,0,0,1,1,1,0,0,0,2,0,1,0,NA,NA,NA,Educação,contas do município,escolas municipais,1,2,1,Benefícios para a comunidade,Conhecer pessoalmente algum candidato,Conversas com amigos ou familiares,NA,5,5,4,Ter bom desempenho em avaliações nacionais,Ficar perto da sua casa,Ter professores bem formados,0,145,Sim,Sim,Professor ou diretor de escola,NA,NA,Sim,1,Não,NA,NA,NA,1,3,2,O ensino é de qualidade/Professores qualificados,Tem contas em dia/contas aprovadas,4,5,0,0,0,1,PSB,1,1,1,0,NA,0,0,175,1,0.8460013218770654
2954,Trindade,2615607,261560705000009,(1) Controle,0,REJEIÇÃO,136,1209,848,Mulher,32,Muito interessado(a),1,0,0,Sim,Marina Silva,0,Segurança/violência/criminalidade,0,A administração das contas do município,3,3,Péssimo,7,Regular,7,1,1,0,1,1,1,1,7,7,4,1,1,"O desempenho do prefeito em suas funções; por exemplo, quantas vezes por semana ele vai à prefeitura",Um debate entre os candidatos,0,Seguro(a),73,Inseguro(a),Não,16,Parda,"Nenhuma (Acredita em uma entidade suprema, mas não pertence a religião nenhuma)","De R$ 880,01 até R$ 1.320,00",Muito melhor,4,900,0,0,1,1,0,1,1,0,1,0,0,2,0,1,0,"
Receber um presente, favor ou acesso a um serviço em troca do seu voto",NA,NA,Educação,contas do município,escolas municipais,1,Branco/Nulo,1,Por que representa mudança,O que aprendi durante a campanha sobre o atual prefeito,Conversas com amigos ou familiares,Outro fator,3,1,1,Ter professores bem formados,Ter bom desempenho em avaliações nacionais,Ter professores bem pagos,1,89,Sim,Sim,"Jornal, rádio ou televisão",NA,NA,NS/NR,0,Não,NA,NA,NA,0,3,2,Falta de investimento na educação,Má administração das verbas públicas/Contas atrasadas/Dividas públicas,3,2,1,0,0,0,NA,0,0,0,1,1,0,1,137,1,0.8460013218770654
2955,Trindade,2615607,261560705000009,(3) Educação,0,REJEIÇÃO,136,1209,911,Mulher,39,Pouco interessado(a),1,1,1,Sim,Dilma Rousseff,0,Segurança/violência/criminalidade,0,A administração das escolas municipais,1,1,Bom,7,Ótimo,7,0,0,0,1,3,4,6,7,7,1,3,1,Se ele consegue trazer benefícios e serviços para a população,Um debate entre os candidatos,0,Seguro(a),113,Muito seguro(a),Não,2,Preta,Católica,"De R$ 880,01 até R$ 1.320,00",Igual,4,922,1,0,1,0,0,1,1,1,0,0,0,4,0,1,0,NA,NA,"Também nessa cidade, o Tribunal de Contas do Estado rejeitou as contas do Prefeito Carlos no ano de 2013 porque encontrou problemas sérios na administração do orçamento.",Educação,escolas municipais,contas do município,1,2,1,NA,Conversas com amigos ou familiares,Outro fator,NA,5,4,4,Ficar perto da sua casa,Ter professores bem pagos,NA,0,97,Não,Não,NA,NA,NA,NS/NR,1,Não,NA,NA,NA,0,3,2,Investimento na educação,NA,4,4,0,0,1,1,PSB,1,1,0,0,NA,0,0,145,1,0.8460013218770654
2956,Trindade,2615607,261560705000009,(2) Gestão Financeira,0,REJEIÇÃO,136,1209,936,Homem,30,Interessado(a),1,1,0,Sim,Marina Silva,0,Saneamento básico (água e esgoto),1,A administração das contas do município,1,2,Bom,7,Ótimo,7,1,1,0,6,6,6,6,7,7,1,1,1,Se ele consegue trazer benefícios e serviços para a população,Um debate entre os candidatos,0,Seguro(a),8,Seguro(a),Não,12,Branca,Católica,"De R$ 1.760,01 até R$ 2.640,00",Igual,4,949,0,1,1,0,0,1,0,0,1,0,0,2,0,1,0,"
Receber um presente, favor ou acesso a um serviço em troca do seu voto","
Votar em um candidato que perdeu as eleições para prefeito","Também nessa cidade, o Tribunal de Contas do Estado rejeitou as contas do Prefeito Carlos no ano de 2013 porque encontrou problemas sérios na administração do orçamento.",Gestão Financ.,contas do município,escolas municipais,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0.8460013218770654
2957,Trindade,2615607,261560705000009,(3) Educação,0,REJEIÇÃO,136,1209,956,Mulher,48,Interessado(a),0,0,0,Não,Dilma Rousseff,0,Segurança/violência/criminalidade,0,A administração das contas do município,1,2,Bom,7,Ótimo,7,0,0,0,7,7,7,7,7,7,3,3,1,Se ele consegue trazer benefícios e serviços para a população,Um debate entre os candidatos,0,Seguro(a),105,Seguro(a),Não,1,Parda,Católica,"De R$ 440,01 até R$ 880,00",Igual,4,1008,1,0,1,0,0,1,1,0,1,0,0,4,0,1,0,"
Receber um presente, favor ou acesso a um serviço em troca do seu voto","
Votar em um candidato que perdeu as eleições para prefeito","Também nessa cidade, o Tribunal de Contas do Estado rejeitou as contas do Prefeito Carlos no ano de 2013 porque encontrou problemas sérios na administração do orçamento.",Educação,escolas municipais,contas do município,1,2,2,O caráter e a integridade do meu candidato,O que aprendi durante a campanha sobre candidatos da oposição,Conversas com amigos ou familiares,NA,3,4,3,Ter professores bem pagos,Ter acesso a Internet,Ter professores bem formados,0,93,Não,Não,NA,NA,NA,NS/NR,1,Não,NA,NA,NA,0,3,2,NS/NR,NA,NA,NA,1,1,1,1,PSB,1,1,0,0,NA,0,0,141,1,0.8460013218770654
2958,Trindade,2615607,261560705000009,(1) Controle,0,REJEIÇÃO,136,1209,1014,Homem,31,Muito interessado(a),1,1,0,Sim,Dilma Rousseff,1,Má administração,0,Igualmente importantes,2,5,Regular,7,Péssimo,7,1,1,0,1,2,1,1,7,7,2,3,1,Se ele se envolveu em corrupção,Uma pessoa fazendo uma pesquisa,0,Muito seguro(a),45,Inseguro(a),Não,12,Parda,"Religião afro-brasileira (Umbanda, Candomblé, etc.)","De R$ 880,01 até R$ 1.320,00",Melhor,4,1027,0,0,1,1,0,1,0,0,0,1,0,4,0,1,0,"
Receber um presente, favor ou acesso a um serviço em troca do seu voto","
Votar em um candidato que perdeu as eleições para prefeito","Também nessa cidade, o Tribunal de Contas do Estado rejeitou as contas do Prefeito Carlos no ano de 2013 porque encontrou problemas sérios na administração do orçamento.",Gestão Financ.,escolas municipais,contas do município,1,1,3,Benefícios para a comunidade,O que aprendi durante a campanha sobre candidatos da oposição,O que aprendi durante a campanha sobre o atual prefeito,Conversas com amigos ou familiares,2,2,2,Ter bom desempenho em avaliações nacionais,Ter professores bem formados,Ser escola de tempo integral,1,73,Sim,Sim,NA,NA,NA,Sim,0,Não,NA,NA,NA,0,3,2,Bom resultado do IDEB,NA,4,1,1,1,1,1,PSL,0,0,0,0,1,0,1,121,1,0.8460013218770654
2959,Trindade,2615607,261560705000009,(1) Controle,0,REJEIÇÃO,136,1209,1154,Homem,43,Nada interessado(a),1,0,1,Sim,Dilma Rousseff,1,Saneamento básico (água e esgoto),1,A administração das escolas municipais,5,1,Ótimo,7,Ótimo,7,1,0,1,6,4,7,5,7,7,1,1,1,Se ele consegue trazer benefícios e serviços para a população,Um panfleto de uma ONG,0,Seguro(a),157,Seguro(a),Não,5,Parda,Protestante Tradicional ou Evangélica não Pentecostal,"Até R$ 440,00",Melhor,4,1207,0,0,1,1,1,1,0,1,0,0,1,2,0,1,0,NA,"
Votar em um candidato que perdeu as eleições para prefeito",NA,Gestão Financ.,contas do município,escolas municipais,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0.8460013218770654
2960,Trindade,2615607,261560705000009,(1) Controle,0,REJEIÇÃO,136,1209,1115,Mulher,23,Muito interessado(a),1,1,0,Sim,Dilma Rousseff,1,Saneamento básico (água e esgoto),0,A administração das contas do município,5,5,Péssimo,7,Péssimo,7,1,0,1,6,7,6,5,7,7,4,1,1,"O desempenho do prefeito em suas funções; por exemplo, quantas vezes por semana ele vai à prefeitura",Um panfleto de uma ONG,1,Muito seguro(a),129,Seguro(a),Não,10,Parda,Católica,"De R$ 880,01 até R$ 1.320,00",Igual,4,1126,0,0,1,1,0,0,1,0,1,0,1,2,0,0,1,NA,"
Votar em um candidato que perdeu as eleições para prefeito",NA,Educação,escolas municipais,contas do município,1,1,4,NA,O que aprendi durante a campanha sobre o atual prefeito,NA,NA,1,2,1,Ter bom desempenho em avaliações nacionais,Ter professores bem formados,Ter professores bem pagos,1,129,Sim,Não,NA,NA,NA,Não,1,Não,NA,NA,NA,1,3,2,Falta de investimento na educação,NA,2,NA,0,1,0,1,PSL,0,0,1,1,1,0,1,177,0,0.8460013218770654
2961,Trindade,2615607,261560705000009,(2) Gestão Financeira,0,REJEIÇÃO,136,1209,1221,Mulher,37,Nada interessado(a),1,0,1,Sim,Dilma Rousseff,1,Saneamento básico (água e esgoto),0,A administração das escolas municipais,1,5,Péssimo,7,Péssimo,7,1,0,0,5,7,6,1,7,7,1,1,1,"O desempenho do prefeito em suas funções; por exemplo, quantas vezes por semana ele vai à prefeitura",Um debate entre os candidatos,1,Inseguro(a),125,Inseguro(a),Sim,9,Parda,Católica,"De R$ 880,01 até R$ 1.320,00",Igual,4,1234,0,1,1,0,0,0,1,1,0,0,0,2,0,0,1,"
Receber um presente, favor ou acesso a um serviço em troca do seu voto",NA,NA,Gestão Financ.,contas do município,escolas municipais,1,1,1,Benefícios para a comunidade,O que aprendi durante a campanha sobre candidatos da oposição,NA,NA,1,1,1,Ter professores bem formados,Ter professores bem pagos,Ter acesso a Internet,1,173,Não,Não,NA,NA,NA,NS/NR,1,Sim,Falava sobre a rejeição das contas da prefeitura,NA,NA,0,3,2,NS/NR,NS/NR,NA,NA,1,0,0,1,PSL,0,0,0,0,NA,0,1,147,0,0.8460013218770654
2962,Trindade,2615607,261560705000009,(2) Gestão Financeira,0,REJEIÇÃO,136,1209,1303,Homem,46,Pouco interessado(a),1,0,1,Sim,Dilma Rousseff,1,Saneamento básico (água e esgoto),1,A administração das contas do município,2,2,Ótimo,7,Bom,7,1,0,1,3,5,5,6,7,7,1,4,1,Se ele se envolveu em corrupção,Uma pessoa influente da sua comunidade,0,Seguro(a),25,Seguro(a),Não,12,Parda,Católica,"De R$ 1.320,01 até R$ 1.760,00",Igual,4,1317,0,1,1,0,0,1,0,0,1,1,0,5,0,1,0,"
Receber um presente, favor ou acesso a um serviço em troca do seu voto",NA,NA,Gestão Financ.,escolas municipais,contas do município,1,2,3,Benefícios para a comunidade,Conhecer pessoalmente algum candidato,O que aprendi durante a campanha sobre candidatos da oposição,NA,4,4,4,Ter professores bem formados,Ser escola de tempo integral,Ter professores bem pagos,0,13,Sim,Sim,"Jornal, rádio ou televisão",NA,NA,Sim,1,Não,NA,NA,NA,1,4,2,Investimento na educação,NA,5,4,1,0,0,1,PSB,1,1,1,0,NA,0,0,61,1,0.8460013218770654
2963,Trindade,2615607,261560705000009,(1) Controle,0,REJEIÇÃO,136,1209,1328,Mulher,55,Interessado(a),1,0,0,Sim,Dilma Rousseff,1,Saneamento básico (água e esgoto),0,A administração das contas do município,1,5,Regular,7,Péssimo,7,1,1,0,1,1,1,1,7,7,1,3,1,Se ele consegue trazer benefícios e serviços para a população,Um debate entre os candidatos,1,Seguro(a),185,Seguro(a),Não,3,Parda,Católica,"De R$ 440,01 até R$ 880,00",Igual,4,1342,0,0,1,1,1,0,1,0,1,0,0,4,0,0,1,"
Receber um presente, favor ou acesso a um serviço em troca do seu voto",NA,"Também nessa cidade, o Tribunal de Contas do Estado rejeitou as contas do Prefeito Carlos no ano de 2013 porque encontrou problemas sérios na administração do orçamento.",Educação,escolas municipais,contas do município,1,1,1,As políticas do meu candidato,O que aprendi durante a campanha sobre o atual prefeito,Conversas com amigos ou familiares,NA,3,1,3,Ter professores bem formados,Ter bom desempenho em avaliações nacionais,Ter professores bem pagos,1,93,Não,Não,NA,NA,NA,NS/NR,0,Não,NA,NA,NA,0,3,2,Falta de investimento na educação,NA,3,3,1,0,1,1,PSL,0,0,0,1,1,0,1,141,0,0.8460013218770654
2964,Trindade,2615607,261560705000009,(3) Educação,0,REJEIÇÃO,136,1209,1359,Mulher,63,Interessado(a),1,1,1,Sim,Marina Silva,0,Saúde/hospitais/postos de saúde,1,A administração das contas do município,1,2,Bom,7,Ótimo,7,1,0,0,7,6,7,7,7,7,1,3,1,"O desempenho do prefeito em suas funções; por exemplo, quantas vezes por semana ele vai à prefeitura",Um debate entre os candidatos,0,Inseguro(a),21,Seguro(a),Não,0,Amarela,Católica,"De R$ 440,01 até R$ 880,00",Pior,4,1414,1,0,1,0,0,1,1,0,1,0,0,4,0,1,0,NA,"
Votar em um candidato que perdeu as eleições para prefeito",NA,Educação,contas do município,escolas municipais,1,2,2,Benefícios para a comunidade,Conversas com amigos ou familiares,Os partidos ou coligações dos candidatos,NA,3,4,3,Ter professores bem pagos,Ficar perto da sua casa,Ter professores bem formados,1,61,Não,NA,NA,NA,NA,NS/NR,1,Não,NA,NA,NA,1,3,2,NS/NR,NS/NR,NA,NA,0,1,0,1,PSB,1,1,1,0,NA,0,1,109,1,0.8460013218770654
2965,Trindade,2615607,261560705000009,(2) Gestão Financeira,0,REJEIÇÃO,136,1209,1420,Homem,59,Pouco interessado(a),1,0,0,Sim,Dilma Rousseff,1,Falta de água,0,A administração das escolas municipais,1,3,Regular,7,Péssimo,7,1,0,1,1,5,6,2,7,7,4,1,1,Se ele foi acusado de cometer algum crime,Uma pessoa influente da sua comunidade,1,Muito seguro(a),101,Seguro(a),Sim,3,Preta,Católica,"De R$ 880,01 até R$ 1.320,00",Pior,4,1433,0,1,1,0,0,0,0,1,0,0,0,2,0,0,1,NA,"
Votar em um candidato que perdeu as eleições para prefeito","Também nessa cidade, o Tribunal de Contas do Estado rejeitou as contas do Prefeito Carlos no ano de 2013 porque encontrou problemas sérios na administração do orçamento.",Gestão Financ.,escolas municipais,contas do município,1,1,1,NA,Conversas com amigos ou familiares,NA,NA,1,2,1,Ter professores bem formados,Ter bom desempenho em avaliações nacionais,NA,1,97,Não,Não,NA,NA,NA,Não,0,Não,NA,NA,NA,0,4,2,Falta de investimento na educação,NA,2,NA,0,1,1,1,PSL,0,0,0,0,NA,0,1,145,0,0.8460013218770654
2966,Trindade,2615607,261560705000009,(1) Controle,0,REJEIÇÃO,136,1209,1453,Homem,21,Interessado(a),1,0,1,Não,Dilma Rousseff,1,Educação/escolas/creches,0,A administração das escolas municipais,1,5,Péssimo,7,Ruim,7,0,0,0,3,4,4,1,7,7,4,3,2,Se ele se envolveu em corrupção,Uma pessoa influente da sua comunidade,1,Seguro(a),121,Seguro(a),Não,12,Parda,Protestante Tradicional ou Evangélica não Pentecostal,"De R$ 880,01 até R$ 1.320,00",Igual,4,1507,0,0,1,1,0,0,0,1,0,1,0,5,0,0,1,"
Receber um presente, favor ou acesso a um serviço em troca do seu voto",NA,"Também nessa cidade, o Tribunal de Contas do Estado rejeitou as contas do Prefeito Carlos no ano de 2013 porque encontrou problemas sérios na administração do orçamento.",Gestão Financ.,contas do município,escolas municipais,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0.8460013218770654
2967,Trindade,2615607,261560705000009,(2) Gestão Financeira,0,REJEIÇÃO,136,1209,1511,Homem,60,Interessado(a),1,1,1,Sim,Dilma Rousseff,1,Saúde/hospitais/postos de saúde,0,A administração das contas do município,7,4,Péssimo,7,Ruim,7,1,1,0,1,7,2,1,7,7,1,2,1,Se ele foi acusado de cometer algum crime,Um debate entre os candidatos,1,Muito seguro(a),93,Muito seguro(a),Sim,12,Preta,Católica,"De R$ 1.760,01 até R$ 2.640,00",Melhor,4,1521,0,1,1,0,0,0,0,0,1,0,0,3,0,0,1,NA,NA,"Também nessa cidade, o Tribunal de Contas do Estado rejeitou as contas do Prefeito Carlos no ano de 2013 porque encontrou problemas sérios na administração do orçamento.",Gestão Financ.,escolas municipais,contas do município,1,1,3,Benefícios para a comunidade,O que aprendi durante a campanha sobre candidatos da oposição,Conversas com amigos ou familiares,NA,2,2,1,Ter professores bem formados,Ter acesso a Internet,Ter professores bem pagos,1,1,Não,Não,NA,NA,NA,NS/NR,0,Não,NA,NA,NA,0,3,2,Falta de investimento na educação,NA,1,1,0,0,1,1,PSL,0,0,0,0,NA,0,1,49,0,0.8460013218770654
2968,Trindade,2615607,261560705000009,(3) Educação,0,REJEIÇÃO,136,1209,1535,Homem,23,Interessado(a),1,0,0,Sim,Marina Silva,0,Segurança/violência/criminalidade,0,A administração das contas do município,4,2,Bom,7,Regular,7,1,1,0,4,4,5,5,7,7,1,1,1,Se ele foi acusado de cometer algum crime,Um debate entre os candidatos,0,Seguro(a),21,Seguro(a),Não,17,Branca,Católica,"De R$ 880,01 até R$ 1.320,00",Igual,4,1546,1,0,1,0,0,1,0,0,1,0,0,2,0,1,0,NA,"
Votar em um candidato que perdeu as eleições para prefeito",NA,Educação,escolas municipais,contas do município,1,2,2,As políticas do meu candidato,Conversas com amigos ou familiares,O que aprendi durante a campanha sobre o atual prefeito,NA,4,4,4,Ter bom desempenho em avaliações nacionais,Ter professores bem pagos,Ser escola de tempo integral,1,5,Sim,Sim,Rede Social/Internet,NA,NA,Sim,1,Sim,Falava sobre a rejeição das contas da prefeitura,NA,NA,1,3,2,Investimento na educação,NA,4,4,0,1,0,1,PSB,1,1,1,0,1,0,1,53,1,0.8460013218770654
2969,Trindade,2615607,261560705000010,(2) Gestão Financeira,0,REJEIÇÃO,136,1309,1510,Homem,52,Pouco interessado(a),1,0,0,Sim,Dilma Rousseff,0,Desemprego/combate ao desemprego,0,A administração das escolas municipais,7,5,Péssimo,7,Péssimo,7,1,0,0,2,3,4,1,7,7,4,1,1,Se ele foi acusado de cometer algum crime,Uma pessoa influente da sua comunidade,1,Seguro(a),89,Seguro(a),Não,4,Parda,Católica,"De R$ 440,01 até R$ 880,00",Igual,4,1526,0,1,1,0,0,0,0,1,0,0,0,2,0,0,1,"
Receber um presente, favor ou acesso a um serviço em troca do seu voto","
Votar em um candidato que perdeu as eleições para prefeito","Também nessa cidade, o Tribunal de Contas do Estado rejeitou as contas do Prefeito Carlos no ano de 2013 porque encontrou problemas sérios na administração do orçamento.",Gestão Financ.,contas do município,escolas municipais,1,1,1,O caráter e a integridade do meu candidato,Conversas com amigos ou familiares,NA,NA,1,2,2,Ter professores bem pagos,Ficar perto da sua casa,Ter professores bem formados,1,25,Não,Não,NA,NA,NA,NS/NR,0,Não,NA,NA,NA,0,3,2,Os materiais didáticos são entregues com atraso,Atraso no pagamento dos funcionários,3,1,1,1,1,1,PSL,0,0,0,0,NA,0,1,73,0,0.8460013218770654
2970,Trindade,2615607,261560705000010,(2) Gestão Financeira,0,REJEIÇÃO,136,1309,1540,Mulher,23,Interessado(a),0,0,0,Sim,Dilma Rousseff,1,Saneamento básico (água e esgoto),0,A administração das contas do município,7,5,Péssimo,7,Péssimo,7,0,0,0,1,1,1,1,6,7,4,3,1,Se ele foi acusado de cometer algum crime,Um panfleto de uma ONG,1,Seguro(a),13,Seguro(a),Não,8,Amarela,Católica,"De R$ 880,01 até R$ 1.320,00",Igual,4,1552,0,1,1,0,0,0,1,0,1,0,1,4,0,0,1,NA,NA,"Também nessa cidade, o Tribunal de Contas do Estado rejeitou as contas do Prefeito Carlos no ano de 2013 porque encontrou problemas sérios na administração do orçamento.",Gestão Financ.,escolas municipais,contas do município,1,1,1,Benefícios para a comunidade,O que aprendi durante a campanha sobre candidatos da oposição,Conhecer pessoalmente algum candidato,NA,1,1,1,Ter acesso a Internet,Ter professores bem formados,Ter professores bem pagos,1,25,Não,Não,NA,NA,NA,NS/NR,0,Não,NA,NA,NA,0,3,1,Investimento na educação,NA,4,1,0,0,1,1,PSL,0,0,0,0,NA,0,1,73,0,0.8460013218770654
2971,Trindade,2615607,261560705000010,(1) Controle,0,REJEIÇÃO,136,1309,1605,Homem,29,Muito interessado(a),1,1,0,Sim,Dilma Rousseff,0,Saneamento básico (água e esgoto),0,A administração das contas do município,1,3,Péssimo,7,Bom,7,1,0,1,3,2,5,1,7,7,4,3,1,"O desempenho do prefeito em suas funções; por exemplo, quantas vezes por semana ele vai à prefeitura",Um debate entre os candidatos,1,Seguro(a),73,Seguro(a),Não,9,Branca,Católica,"De R$ 440,01 até R$ 880,00",Pior,4,1620,0,0,1,1,0,0,0,0,1,0,0,4,0,0,1,"
Receber um presente, favor ou acesso a um serviço em troca do seu voto","
Votar em um candidato que perdeu as eleições para prefeito",NA,Educação,contas do município,escolas municipais,1,2,2,O esforço do meu candidato/meu candidato é trabalhador,O que aprendi durante a campanha sobre candidatos da oposição,O que aprendi durante a campanha sobre o atual prefeito,Conversas com amigos ou familiares,2,2,2,Ter professores bem pagos,Ficar perto da sua casa,Ter bom desempenho em avaliações nacionais,1,65,Não,Sim,NA,NA,NA,Não,0,Não,NA,NA,NA,0,3,2,Investimento na educação,NS/NR,4,NA,1,1,0,1,PSB,1,1,0,0,1,0,1,113,0,0.8460013218770654
2972,Trindade,2615607,261560705000010,(3) Educação,0,REJEIÇÃO,136,1309,1631,Homem,18,Pouco interessado(a),0,0,0,Não,Dilma Rousseff,0,Segurança/violência/criminalidade,0,A administração das contas do município,4,5,Péssimo,7,Bom,7,0,0,0,5,7,6,6,7,7,4,4,3,Se ele se envolveu em corrupção,Outra,1,Seguro(a),93,Seguro(a),Não,6,Branca,Evangélica Pentecostal,"De R$ 880,01 até R$ 1.320,00",Igual,4,1649,1,0,1,0,0,0,0,0,1,1,0,7,0,0,1,NA,"
Votar em um candidato que perdeu as eleições para prefeito","Também nessa cidade, o Tribunal de Contas do Estado rejeitou as contas do Prefeito Carlos no ano de 2013 porque encontrou problemas sérios na administração do orçamento.",Educação,contas do município,escolas municipais,0,1,0,NA,NA,NA,NA,1,2,1,Ter acesso a Internet,Ter professores bem pagos,Ser escola de tempo integral,1,153,Não,Não,NA,NA,NA,NS/NR,0,Não,NA,NA,NA,1,3,1,Falta de investimento na educação,Atraso no pagamento dos funcionários,2,1,0,1,1,0,PSL,0,0,0,NA,NA,0,1,167,0,0.8460013218770654
2973,Trindade,2615607,261560705000010,(1) Controle,0,REJEIÇÃO,136,1309,1704,Mulher,26,Nada interessado(a),1,0,0,Sim,Dilma Rousseff,1,Saúde/hospitais/postos de saúde,0,A administração das escolas municipais,4,3,Bom,7,Péssimo,7,0,0,1,3,1,4,3,7,7,4,1,1,Se ele se envolveu em corrupção,Um panfleto de uma ONG,0,Inseguro(a),25,Inseguro(a),Não,12,Parda,Católica,"Até R$ 440,00",Melhor,4,1718,0,0,1,1,0,1,1,1,0,1,1,2,0,1,0,"
Receber um presente, favor ou acesso a um serviço em troca do seu voto",NA,NA,Gestão Financ.,escolas municipais,contas do município,1,1,1,Benefícios para a comunidade,O que aprendi durante a campanha sobre candidatos da oposição,Conhecer pessoalmente algum candidato,NA,2,2,1,Ter professores bem formados,Ficar perto da sua casa,Ter acesso a Internet,1,53,Não,Sim,Rede Social/Internet,NA,NA,Sim,0,Não,NA,NA,NA,1,3,3,Investimento na educação,NA,4,3,1,0,0,1,PSL,0,0,1,0,NA,0,1,101,1,0.8460013218770654
